metrics:	ochiai	ochiai2	tarantula	barinel	opt	dstar	meco	sgf_1	sgf_2	fo1	fo2	fo3	fo4	fo5	fo6	fo7	fo8	fo9	fo10	fo12	fo13	fo14	fo15	fo16	fo17	fo19	fo20	fo21	fo22	
JacksonDatabind-85	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	614.0	612.0	4.0	612.0	279.0	279.0	4.0	2.0	279.0	279.0	610.0	612.0	
JacksonDatabind-86	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-392.0	C-392.0	C-1.0	C-392.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-392.0	C-392.0	
JacksonDatabind-87	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	408.0	408.0	1.0	408.0	1.0	1.0	1.0	1.0	1.0	1.0	408.0	408.0	
JacksonDatabind-88	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	5.0	8.0	1.0	2.0	4.0	3.0	668.0	663.0	5.0	663.0	336.0	336.0	5.0	3.0	336.0	336.0	662.0	663.0	
JacksonDatabind-89	C-8.0	C-8.0	C-8.0	C-8.0	C-8.0	C-8.0	C-8.0	C-8.0	C-8.0	C-1.0	C-4.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-4.0	C-48.0	C-35.0	C-1.0	C-35.0	C-24.0	C-24.0	C-1.0	C-1.0	C-24.0	C-24.0	C-24.0	C-35.0	
JacksonDatabind-90	C-18.0	C-18.0	C-18.0	C-18.0	C-18.0	C-18.0	C-18.0	C-18.0	C-18.0	C-1.0	C-33.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-33.0	C-1.0	C-2.0	C-1.0	C-2.0	C-2.0	C-2.0	C-1.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	
JacksonDatabind-91	1.0	1.0	1.0	1.0	203.0	1.0	1.0	1.0	1.0	1.0	1.0	216.0	216.0	1.0	1.0	1.0	1.0	206.0	206.0	216.0	206.0	1.0	1.0	216.0	216.0	1.0	1.0	206.0	206.0	
JacksonDatabind-92	C-10.0	C-10.0	C-10.0	C-10.0	C-10.0	C-10.0	C-10.0	C-10.0	C-10.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-36.0	C-5.0	C-1.0	C-5.0	C-5.0	C-5.0	C-1.0	C-1.0	C-5.0	C-5.0	C-5.0	C-5.0	
JacksonDatabind-93	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	167.0	159.0	3.0	159.0	77.0	77.0	3.0	1.0	77.0	77.0	153.0	159.0	
JacksonDatabind-94	C-187.0	C-187.0	C-187.0	C-187.0	C-187.0	C-187.0	C-187.0	C-187.0	C-187.0	C-1.0	C-232.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-232.0	C-152.0	C-146.0	C-2.0	C-146.0	C-74.0	C-74.0	C-2.0	C-5.0	C-74.0	C-74.0	C-142.0	C-146.0	
JacksonDatabind-95	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	111.0	111.0	4.0	111.0	1.0	1.0	4.0	4.0	1.0	1.0	111.0	111.0	
JacksonDatabind-96	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	434.0	434.0	3.0	434.0	1.0	1.0	3.0	3.0	1.0	1.0	434.0	434.0	
JacksonDatabind-97	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	4.0	1.0	1.0	1.0	1.0	430.0	430.0	4.0	430.0	1.0	1.0	4.0	4.0	1.0	1.0	430.0	430.0	
JacksonDatabind-98	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	639.0	637.0	3.0	637.0	424.0	423.0	3.0	2.0	423.0	423.0	635.0	637.0	
JacksonDatabind-99	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	192.0	192.0	1.0	192.0	1.0	1.0	1.0	1.0	1.0	1.0	192.0	192.0	
JacksonDatabind-100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JacksonDatabind-101	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	705.0	703.0	1.0	703.0	330.0	329.0	1.0	1.0	329.0	329.0	700.0	703.0	
JacksonDatabind-102	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	17.0	19.0	1.0	2.0	5.0	4.0	600.0	597.0	17.0	597.0	222.0	222.0	17.0	14.0	222.0	222.0	595.0	597.0	
JacksonDatabind-103	359.0	359.0	359.0	359.0	359.0	358.0	358.0	359.0	359.0	1.0	302.0	1.0	1.0	2.0	1.0	3.0	302.0	669.0	673.0	1.0	673.0	300.0	302.0	1.0	3.0	302.0	302.0	672.0	673.0	
JacksonDatabind-104	3.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	8.0	11.0	1.0	2.0	3.0	4.0	616.0	615.0	11.0	614.0	235.0	225.0	9.0	4.0	235.0	223.0	611.0	614.0	
JacksonDatabind-105	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-155.0	C-155.0	C-1.0	C-155.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-155.0	C-155.0	
JacksonDatabind-106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
JacksonDatabind-107	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	456.0	456.0	1.0	456.0	1.0	1.0	1.0	1.0	1.0	1.0	456.0	456.0	
JacksonDatabind-108	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	420.0	420.0	1.0	420.0	1.0	1.0	1.0	1.0	1.0	1.0	420.0	420.0	
JacksonDatabind-109	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	3.0	5.0	8.0	1.0	2.0	4.0	3.0	639.0	637.0	5.0	637.0	286.0	286.0	5.0	3.0	286.0	286.0	634.0	637.0	
JacksonDatabind-110	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	449.0	449.0	1.0	449.0	1.0	1.0	1.0	1.0	1.0	1.0	449.0	449.0	
JacksonDatabind-111	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	235.0	235.0	1.0	235.0	1.0	1.0	1.0	1.0	1.0	1.0	235.0	235.0	
JacksonDatabind-112	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	437.0	437.0	1.0	437.0	1.0	1.0	1.0	1.0	1.0	1.0	437.0	437.0	
JacksonCore-1	3.0	3.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	3.0	117.0	115.0	1.0	115.0	42.0	42.0	1.0	3.0	42.0	42.0	113.0	115.0	
JacksonCore-2	24.0	12.0	12.0	12.0	26.0	26.0	11.0	24.0	12.0	1.0	26.0	1.0	1.0	2.0	1.0	1.0	26.0	54.0	54.0	1.0	53.0	38.0	23.0	1.0	1.0	38.0	23.0	49.0	53.0	
JacksonCore-3	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	12.0	25.0	24.0	112.0	112.0	1.0	2.0	25.0	24.0	18.0	3.0	112.0	3.0	3.0	3.0	112.0	96.0	3.0	3.0	3.0	3.0	
JacksonCore-4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	5.0	1.0	2.0	1.0	1.0	66.0	64.0	3.0	64.0	11.0	10.0	3.0	1.0	10.0	10.0	62.0	64.0	
JacksonCore-5	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	7.0	9.0	1.0	2.0	4.0	3.0	35.0	32.0	7.0	32.0	10.0	10.0	7.0	4.0	10.0	10.0	30.0	32.0	
JacksonCore-6	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	9.0	11.0	1.0	2.0	5.0	4.0	34.0	31.0	9.0	31.0	10.0	10.0	9.0	6.0	10.0	10.0	29.0	31.0	
JacksonCore-7	4.0	5.0	9.0	10.0	1.0	3.0	13.0	4.0	1.0	39.0	10.0	54.0	70.0	1.0	3.0	39.0	11.0	89.0	75.0	58.0	79.0	8.0	35.0	62.0	47.0	8.0	36.0	67.0	83.0	
JacksonCore-8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	37.0	38.0	1.0	2.0	3.0	2.0	25.0	25.0	37.0	25.0	5.0	5.0	37.0	37.0	5.0	5.0	24.0	25.0	
JacksonCore-9	2.0	2.0	1.0	1.0	24.0	1.0	1.0	2.0	9.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	172.0	172.0	1.0	172.0	74.0	75.0	1.0	2.0	75.0	74.0	171.0	172.0	
JacksonCore-10	3.0	4.0	4.0	9.0	2.0	3.0	2.0	3.0	2.0	73.0	4.0	2.0	60.0	1.0	5.0	34.0	6.0	160.0	88.0	20.0	118.0	4.0	63.0	44.0	2.0	4.0	65.0	71.0	145.0	
JacksonCore-11	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-21.0	C-14.0	C-1.0	C-14.0	C-6.0	C-6.0	C-1.0	C-1.0	C-6.0	C-6.0	C-6.0	C-14.0	
JacksonCore-12	2.0	2.0	2.0	2.0	26.0	2.0	2.0	2.0	10.0	1.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	25.0	3.0	2.0	3.0	7.0	31.0	2.0	2.0	9.0	31.0	3.0	10.0	
JacksonCore-13	C-1.0	C-1.0	C-1.0	C-1.0	C-6.0	C-1.0	C-3.0	C-1.0	C-8.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-44.0	C-5.0	C-1.0	C-26.0	C-5.0	C-79.0	C-1.0	C-1.0	C-5.0	C-82.0	C-5.0	C-27.0	
JacksonCore-14	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	7.0	2.0	1.0	6.0	3.0	19.0	1.0	1.0	3.0	19.0	2.0	7.0	
JacksonCore-15	C-1.0	C-1.0	C-1.0	C-1.0	C-63.0	C-1.0	C-1.0	C-1.0	C-36.0	C-1.0	C-2.0	C-1.0	C-1.0	C-3.0	C-1.0	C-1.0	C-1.0	C-215.0	C-212.0	C-1.0	C-212.0	C-140.0	C-109.0	C-1.0	C-1.0	C-140.0	C-108.0	C-209.0	C-210.0	
JacksonCore-16	1.0	1.0	1.0	1.0	38.0	1.0	1.0	1.0	18.0	1.0	2.0	3.0	2.0	3.0	1.0	2.0	1.0	215.0	216.0	2.0	217.0	112.0	113.0	2.0	2.0	113.0	112.0	216.0	215.0	
JacksonCore-17	1.0	1.0	1.0	1.0	43.0	1.0	2.0	1.0	22.0	1.0	1.0	1.0	4.0	3.0	1.0	1.0	1.0	171.0	174.0	1.0	174.0	92.0	68.0	1.0	1.0	92.0	66.0	172.0	173.0	
JacksonCore-18	2.0	2.0	2.0	2.0	49.0	2.0	2.0	2.0	28.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	2.0	187.0	187.0	1.0	186.0	96.0	78.0	1.0	2.0	96.0	75.0	184.0	187.0	
JacksonCore-19	5.0	5.0	5.0	5.0	41.0	5.0	5.0	5.0	13.0	1.0	22.0	13.0	14.0	3.0	1.0	1.0	22.0	199.0	202.0	13.0	202.0	104.0	87.0	13.0	10.0	104.0	87.0	202.0	201.0	
JacksonCore-20	1.0	1.0	1.0	1.0	18.0	1.0	1.0	1.0	7.0	6.0	2.0	2.0	10.0	3.0	3.0	1.0	1.0	203.0	201.0	1.0	203.0	94.0	93.0	4.0	2.0	89.0	92.0	195.0	202.0	
JacksonCore-21	6.0	6.0	5.0	5.0	40.0	28.0	5.0	6.0	8.0	54.0	7.0	6.0	48.0	4.0	4.0	20.0	8.0	293.0	263.0	16.0	281.0	175.0	186.0	35.0	6.0	141.0	187.0	247.0	292.0	
JacksonCore-22	16.0	16.0	1.0	1.0	187.0	184.0	23.0	16.0	138.0	2.0	31.0	158.0	5.0	15.0	2.0	18.0	1.0	183.0	217.0	1.0	384.0	311.0	334.0	1.0	163.0	202.0	116.0	200.0	188.0	
JacksonCore-23	2.0	2.0	1.0	1.0	76.0	76.0	2.0	2.0	72.0	2.0	8.0	8.0	4.0	11.0	2.0	4.0	1.0	254.0	261.0	1.0	261.0	153.0	155.0	1.0	9.0	155.0	148.0	259.0	254.0	
JacksonCore-24	4.0	3.0	1.0	1.0	119.0	117.0	6.0	4.0	112.0	1.0	14.0	61.0	1.0	15.0	1.0	7.0	2.0	322.0	400.0	1.0	420.0	301.0	308.0	1.0	70.0	268.0	285.0	382.0	345.0	
JacksonCore-25	2.0	2.0	1.0	1.0	122.0	122.0	2.0	2.0	111.0	2.0	17.0	17.0	4.0	11.0	2.0	4.0	1.0	318.0	334.0	1.0	334.0	223.0	225.0	1.0	18.0	225.0	209.0	330.0	318.0	
JacksonCore-26	7.0	13.0	27.0	43.0	26.0	22.0	63.0	7.0	4.0	183.0	21.0	71.0	247.0	6.0	7.0	184.0	27.0	289.0	98.0	141.0	182.0	30.0	186.0	226.0	34.0	31.0	192.0	78.0	253.0	
Gson-1	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-90.0	C-89.0	C-1.0	C-89.0	C-44.0	C-44.0	C-1.0	C-1.0	C-44.0	C-44.0	C-87.0	C-89.0	
Gson-2	C-72.0	C-72.0	C-72.0	C-72.0	C-72.0	C-72.0	C-72.0	C-72.0	C-72.0	C-1.0	C-19.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-19.0	C-119.0	C-118.0	C-1.0	C-118.0	C-53.0	C-53.0	C-1.0	C-1.0	C-53.0	C-53.0	C-116.0	C-118.0	
Gson-3	14.0	15.0	15.0	15.0	12.0	15.0	16.0	14.0	12.0	18.0	15.0	79.0	88.0	1.0	3.0	18.0	15.0	260.0	251.0	82.0	253.0	111.0	113.0	84.0	75.0	111.0	113.0	247.0	256.0	
Gson-4	1.0	1.0	1.0	1.0	4.0	1.0	2.0	1.0	4.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	11.0	7.0	1.0	7.0	8.0	3.0	1.0	1.0	8.0	3.0	4.0	7.0	
Gson-5	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-47.0	C-44.0	C-1.0	C-44.0	C-15.0	C-15.0	C-1.0	C-1.0	C-15.0	C-15.0	C-42.0	C-44.0	
Gson-6	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	1.0	4.0	15.0	15.0	1.0	1.0	1.0	4.0	293.0	292.0	17.0	294.0	75.0	75.0	17.0	11.0	75.0	75.0	288.0	294.0	
Gson-7	5.0	6.0	5.0	5.0	28.0	5.0	5.0	5.0	12.0	3.0	6.0	11.0	11.0	2.0	2.0	3.0	6.0	344.0	335.0	10.0	337.0	131.0	137.0	9.0	9.0	128.0	135.0	331.0	339.0	
Gson-8	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-2.0	C-2.0	
Gson-9	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	
Gson-10	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-81.0	C-80.0	C-1.0	C-80.0	C-50.0	C-50.0	C-1.0	C-1.0	C-50.0	C-50.0	C-79.0	C-80.0	
Gson-11	C-54.0	C-54.0	C-54.0	C-54.0	C-54.0	C-54.0	C-54.0	C-54.0	C-54.0	C-1.0	C-8.0	C-1.0	C-1.0	C-1.0	C-1.0	C-1.0	C-8.0	C-118.0	C-116.0	C-1.0	C-116.0	C-43.0	C-43.0	C-1.0	C-2.0	C-43.0	C-43.0	C-116.0	C-116.0	
Gson-12	2.0	2.0	2.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	9.0	12.0	1.0	1.0	2.0	2.0	186.0	186.0	14.0	189.0	29.0	40.0	14.0	4.0	28.0	40.0	181.0	188.0	
Gson-13	16.0	16.0	16.0	16.0	16.0	16.0	16.0	16.0	16.0	30.0	29.0	127.0	130.0	1.0	2.0	30.0	29.0	31.0	27.0	127.0	27.0	13.0	13.0	127.0	123.0	13.0	13.0	24.0	27.0	
Gson-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Gson-15	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	7.0	7.0	1.0	2.0	3.0	2.0	55.0	53.0	7.0	53.0	8.0	8.0	7.0	5.0	8.0	8.0	53.0	53.0	
Gson-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Gson-17	1.0	1.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	2.0	1.0	1.0	8.0	1.0	3.0	1.0	1.0	192.0	183.0	1.0	185.0	27.0	27.0	4.0	1.0	25.0	27.0	179.0	188.0	
Gson-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Compress-1	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	3.0	6.0	1.0	2.0	2.0	2.0	27.0	25.0	3.0	25.0	11.0	10.0	3.0	2.0	10.0	10.0	23.0	25.0	
Compress-2	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	36.0	36.0	1.0	36.0	14.0	14.0	1.0	2.0	14.0	14.0	34.0	36.0	
Compress-3	5.0	5.0	5.0	5.0	5.0	4.0	4.0	5.0	5.0	1.0	5.0	11.0	11.0	1.0	1.0	2.0	5.0	62.0	63.0	11.0	63.0	35.0	35.0	11.0	10.0	35.0	35.0	61.0	63.0	
Compress-4	11.0	13.0	19.0	22.0	7.0	11.0	7.0	11.0	8.0	1.0	12.0	7.0	9.0	1.0	1.0	15.0	19.0	17.0	16.0	22.0	33.0	21.0	37.0	12.0	7.0	17.0	43.0	16.0	21.0	
Compress-5	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	6.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	6.0	40.0	39.0	1.0	39.0	21.0	21.0	1.0	2.0	21.0	21.0	36.0	39.0	
Compress-6	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	21.0	20.0	1.0	20.0	1.0	1.0	1.0	1.0	1.0	1.0	18.0	20.0	
Compress-7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	10.0	10.0	1.0	2.0	3.0	2.0	6.0	1.0	10.0	1.0	1.0	1.0	10.0	5.0	1.0	1.0	1.0	1.0	
Compress-8	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	7.0	4.0	1.0	1.0	1.0	1.0	
Compress-9	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	8.0	7.0	18.0	20.0	1.0	2.0	8.0	7.0	76.0	73.0	18.0	73.0	19.0	19.0	18.0	15.0	19.0	19.0	71.0	73.0	
Compress-10	17.0	17.0	17.0	17.0	17.0	16.0	16.0	17.0	17.0	18.0	17.0	42.0	45.0	1.0	2.0	18.0	17.0	102.0	100.0	42.0	100.0	45.0	45.0	42.0	40.0	45.0	45.0	98.0	100.0	
Compress-11	C-2.0	C-2.0	C-2.0	C-2.0	C-2.0	C-1.0	C-1.0	C-2.0	C-2.0	C-1.0	C-2.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-2.0	C-5.0	C-5.0	C-1.0	C-5.0	C-3.0	C-3.0	C-1.0	C-2.0	C-3.0	C-3.0	C-3.0	C-5.0	
Compress-12	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	24.0	26.0	1.0	2.0	5.0	4.0	65.0	62.0	24.0	62.0	13.0	13.0	24.0	21.0	13.0	13.0	60.0	62.0	
Compress-13	48.0	58.0	53.0	61.0	33.0	47.0	63.0	48.0	33.0	67.0	45.0	136.0	140.0	1.0	3.0	67.0	47.0	14.0	2.0	140.0	2.0	2.0	21.0	140.0	128.0	2.0	23.0	2.0	4.0	
Compress-14	14.0	14.0	14.0	14.0	14.0	14.0	14.0	14.0	14.0	15.0	14.0	36.0	37.0	1.0	2.0	15.0	14.0	10.0	7.0	36.0	7.0	4.0	4.0	36.0	33.0	4.0	4.0	6.0	7.0	
Compress-15	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	69.0	67.0	1.0	67.0	6.0	6.0	1.0	1.0	6.0	6.0	65.0	67.0	
Compress-16	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	109.0	109.0	1.0	109.0	36.0	36.0	1.0	2.0	36.0	36.0	107.0	109.0	
Compress-17	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	8.0	9.0	8.0	38.0	39.0	1.0	2.0	9.0	8.0	18.0	16.0	38.0	16.0	9.0	9.0	38.0	36.0	9.0	9.0	15.0	16.0	
Compress-18	8.0	8.0	8.0	8.0	8.0	7.0	7.0	8.0	8.0	9.0	8.0	17.0	20.0	1.0	2.0	9.0	8.0	97.0	94.0	17.0	94.0	28.0	28.0	17.0	15.0	28.0	28.0	92.0	94.0	
Compress-19	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	5.0	8.0	1.0	2.0	4.0	3.0	145.0	144.0	5.0	144.0	63.0	63.0	5.0	3.0	63.0	63.0	142.0	144.0	
Compress-20	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	1.0	5.0	1.0	1.0	1.0	1.0	2.0	5.0	69.0	66.0	1.0	66.0	12.0	12.0	1.0	2.0	12.0	12.0	64.0	66.0	
Compress-21	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	27.0	3.0	3.0	102.0	1.0	7.0	3.0	7.0	116.0	30.0	8.0	108.0	40.0	35.0	89.0	3.0	16.0	39.0	16.0	116.0	
Compress-22	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	1.0	7.0	1.0	1.0	1.0	1.0	2.0	7.0	5.0	5.0	1.0	5.0	5.0	5.0	1.0	3.0	5.0	5.0	5.0	5.0	
Compress-23	C-5.0	C-5.0	C-5.0	C-5.0	C-5.0	C-5.0	C-5.0	C-5.0	C-5.0	C-1.0	C-5.0	C-1.0	C-1.0	C-1.0	C-1.0	C-2.0	C-5.0	C-75.0	C-72.0	C-1.0	C-72.0	C-9.0	C-9.0	C-1.0	C-2.0	C-9.0	C-9.0	C-70.0	C-72.0	
Compress-24	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	4.0	2.0	1.0	1.0	1.0	13.0	15.0	1.0	14.0	9.0	8.0	1.0	2.0	10.0	8.0	13.0	14.0	
Compress-25	58.0	49.0	37.0	39.0	70.0	61.0	31.0	58.0	66.0	22.0	70.0	66.0	67.0	2.0	2.0	24.0	70.0	87.0	87.0	65.0	87.0	69.0	22.0	65.0	66.0	71.0	22.0	86.0	86.0	
Compress-26	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	3.0	5.0	3.0	7.0	8.0	1.0	3.0	5.0	3.0	5.0	4.0	8.0	4.0	1.0	2.0	8.0	7.0	1.0	2.0	4.0	5.0	
Compress-27	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	4.0	2.0	2.0	1.0	1.0	16.0	13.0	1.0	13.0	8.0	7.0	1.0	2.0	9.0	7.0	12.0	13.0	
Compress-28	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	59.0	57.0	1.0	57.0	32.0	29.0	1.0	1.0	32.0	28.0	55.0	57.0	
Compress-29	7.0	7.0	2.0	2.0	16.0	8.0	6.0	7.0	6.0	3.0	7.0	4.0	6.0	2.0	2.0	3.0	3.0	78.0	53.0	3.0	59.0	23.0	20.0	3.0	5.0	23.0	20.0	46.0	69.0	
Compress-30	C-5.0	C-5.0	C-5.0	C-5.0	C-5.0	C-4.0	C-4.0	C-5.0	C-5.0	C-1.0	C-5.0	C-1.0	C-1.0	C-1.0	C-1.0	C-3.0	C-5.0	C-4.0	C-4.0	C-1.0	C-4.0	C-4.0	C-4.0	C-1.0	C-4.0	C-4.0	C-4.0	C-4.0	C-4.0	
Compress-31	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	10.0	2.0	3.0	1.0	2.0	67.0	51.0	1.0	55.0	9.0	35.0	5.0	1.0	9.0	35.0	48.0	60.0	
Compress-32	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	100.0	101.0	1.0	101.0	68.0	68.0	1.0	1.0	68.0	68.0	99.0	101.0	
